Student,Class,Math_1,Math_2,Physics_1,Physics_2,Science_1,Science_2,Math,Physics,Science,Score
Student_2000,IDISC,19,0,6,3,3,16,9.5,4.5,9.5,7.83
Student_2001,IDISC,12,5,4,2,17,13,8.5,3.0,15.0,8.83
Student_2002,IDISC,8,0,11,9,18,10,4.0,10.0,14.0,9.33
Student_2003,ISEOC,10,10,16,4,15,1,10.0,10.0,8.0,9.33
Student_2004,IDISC,14,15,16,0,6,1,14.5,8.0,3.5,8.67
Student_2005,IDISC,19,19,9,8,9,3,19.0,8.5,6.0,11.17
Student_2006,IDL,18,7,7,3,8,1,12.5,5.0,4.5,7.33
Student_2007,ISEOC,20,12,15,17,0,10,16.0,16.0,5.0,12.33
Student_2008,ISEOC,16,5,5,18,11,19,10.5,11.5,15.0,12.33
Student_2009,IDISC,0,10,6,13,13,6,5.0,9.5,9.5,8.0
Student_2010,ISEOC,20,3,5,8,18,18,11.5,6.5,18.0,12.0
Student_2011,IDL,19,2,7,4,19,1,10.5,5.5,10.0,8.67
Student_2012,IDISC,16,16,7,6,7,18,16.0,6.5,12.5,11.67
Student_2013,ISEOC,7,4,6,11,10,18,5.5,8.5,14.0,9.33
Student_2014,IDISC,19,7,4,19,14,17,13.0,11.5,15.5,13.33
Student_2015,ISEOC,19,20,0,10,19,6,19.5,5.0,12.5,12.33
Student_2016,IDL,8,6,8,7,7,14,7.0,7.5,10.5,8.33
Student_2017,IDISC,1,7,12,6,7,0,4.0,9.0,3.5,5.5
Student_2018,ISEOC,6,19,16,13,5,4,12.5,14.5,4.5,10.5
Student_2019,ISEOC,20,10,11,3,13,20,15.0,7.0,16.5,12.83
Student_2020,ISEOC,18,11,5,15,6,13,14.5,10.0,9.5,11.33
Student_2021,ISEOC,10,2,9,14,13,2,6.0,11.5,7.5,8.33
Student_2022,ISEOC,2,15,12,14,17,11,8.5,13.0,14.0,11.83
Student_2023,ISEOC,16,13,20,8,5,4,14.5,14.0,4.5,11.0
Student_2024,ISEOC,12,13,7,0,19,14,12.5,3.5,16.5,10.83
Student_2025,IDL,9,12,2,11,2,1,10.5,6.5,1.5,6.17
Student_2026,IDISC,1,2,0,10,18,4,1.5,5.0,11.0,5.83
Student_2027,ISEOC,15,18,3,9,6,7,16.5,6.0,6.5,9.67
Student_2028,IDISC,20,2,2,15,8,6,11.0,8.5,7.0,8.83
Student_2029,IDL,2,6,20,16,17,9,4.0,18.0,13.0,11.67
Student_2030,IDL,9,13,9,13,5,12,11.0,11.0,8.5,10.17
Student_2031,ISEOC,7,7,1,14,0,9,7.0,7.5,4.5,6.33
Student_2032,IDISC,15,7,14,8,0,18,11.0,11.0,9.0,10.33
Student_2033,IDL,11,16,6,17,9,16,13.5,11.5,12.5,12.5
Student_2034,IDISC,16,4,17,2,2,8,10.0,9.5,5.0,8.17
Student_2035,ISEOC,15,5,7,3,15,0,10.0,5.0,7.5,7.5
Student_2036,IDL,11,5,4,0,2,17,8.0,2.0,9.5,6.5
Student_2037,IDL,6,5,8,10,12,8,5.5,9.0,10.0,8.17
Student_2038,IDL,12,15,13,5,18,15,13.5,9.0,16.5,13.0
Student_2039,IDISC,6,2,16,2,2,20,4.0,9.0,11.0,8.0
Student_2040,IDISC,7,15,8,5,2,4,11.0,6.5,3.0,6.83
Student_2041,ISEOC,13,19,2,2,3,13,16.0,2.0,8.0,8.67
Student_2042,IDL,1,10,3,10,18,12,5.5,6.5,15.0,9.0
Student_2043,ISEOC,10,14,0,16,3,11,12.0,8.0,7.0,9.0
Student_2044,IDL,19,20,12,12,3,19,19.5,12.0,11.0,14.17
Student_2045,ISEOC,6,7,2,10,4,16,6.5,6.0,10.0,7.5
Student_2046,ISEOC,6,16,1,20,19,3,11.0,10.5,11.0,10.83
Student_2047,IDL,9,0,16,19,6,7,4.5,17.5,6.5,9.5
Student_2048,ISEOC,9,0,14,17,13,1,4.5,15.5,7.0,9.0
Student_2049,IDISC,16,3,20,0,1,12,9.5,10.0,6.5,8.67
Student_2050,IDISC,3,7,7,16,17,3,5.0,11.5,10.0,8.83
Student_2051,ISEOC,9,13,3,19,12,11,11.0,11.0,11.5,11.17
Student_2052,IDISC,20,14,7,0,17,10,17.0,3.5,13.5,11.33
Student_2053,ISEOC,11,19,3,14,8,16,15.0,8.5,12.0,11.83
Student_2054,IDL,0,13,18,9,6,14,6.5,13.5,10.0,10.0
Student_2055,IDL,13,11,11,15,5,5,12.0,13.0,5.0,10.0
Student_2056,ISEOC,1,12,3,16,4,13,6.5,9.5,8.5,8.17
Student_2057,IDL,17,5,6,11,20,20,11.0,8.5,20.0,13.17
Student_2058,IDISC,5,17,19,12,13,5,11.0,15.5,9.0,11.83
Student_2059,ISEOC,9,20,12,1,2,10,14.5,6.5,6.0,9.0
Student_2060,ISEOC,10,1,9,20,17,10,5.5,14.5,13.5,11.17
Student_2061,ISEOC,14,2,15,20,3,13,8.0,17.5,8.0,11.17
Student_2062,ISEOC,4,0,11,7,12,0,2.0,9.0,6.0,5.67
Student_2063,IDL,14,8,8,0,7,13,11.0,4.0,10.0,8.33
Student_2064,IDL,0,11,14,14,16,18,5.5,14.0,17.0,12.17
Student_2065,ISEOC,5,18,14,15,8,1,11.5,14.5,4.5,10.17
Student_2066,ISEOC,1,16,9,13,15,0,8.5,11.0,7.5,9.0
Student_2067,ISEOC,7,2,2,12,10,17,4.5,7.0,13.5,8.33
Student_2068,ISEOC,13,15,20,4,7,19,14.0,12.0,13.0,13.0
Student_2069,IDL,18,12,11,2,14,8,15.0,6.5,11.0,10.83
Student_2070,IDISC,3,1,13,8,20,0,2.0,10.5,10.0,7.5
Student_2071,IDISC,9,3,12,0,10,8,6.0,6.0,9.0,7.0
Student_2072,ISEOC,16,10,16,20,7,10,13.0,18.0,8.5,13.17
Student_2073,IDL,7,14,7,4,9,3,10.5,5.5,6.0,7.33
Student_2074,IDISC,16,9,11,19,20,10,12.5,15.0,15.0,14.17
Student_2075,IDL,8,5,7,5,15,16,6.5,6.0,15.5,9.33
Student_2076,ISEOC,1,6,0,5,9,20,3.5,2.5,14.5,6.83
Student_2077,IDISC,17,10,1,4,5,13,13.5,2.5,9.0,8.33
Student_2078,IDISC,13,16,11,17,14,8,14.5,14.0,11.0,13.17
Student_2079,IDISC,2,20,10,2,13,18,11.0,6.0,15.5,10.83
Student_2080,IDL,19,20,19,11,6,5,19.5,15.0,5.5,13.33
Student_2081,IDL,7,11,18,10,18,1,9.0,14.0,9.5,10.83
Student_2082,ISEOC,5,1,12,5,16,7,3.0,8.5,11.5,7.67
Student_2083,IDISC,19,14,17,14,6,14,16.5,15.5,10.0,14.0
Student_2084,IDISC,16,14,4,9,19,10,15.0,6.5,14.5,12.0
Student_2085,IDISC,3,9,9,10,17,5,6.0,9.5,11.0,8.83
Student_2086,ISEOC,3,14,20,2,16,19,8.5,11.0,17.5,12.33
Student_2087,IDL,2,11,9,5,16,10,6.5,7.0,13.0,8.83
Student_2088,ISEOC,7,4,13,14,11,11,5.5,13.5,11.0,10.0
Student_2089,IDISC,5,4,1,17,17,19,4.5,9.0,18.0,10.5
Student_2090,ISEOC,3,17,12,17,12,0,10.0,14.5,6.0,10.17
Student_2091,IDISC,17,17,4,2,19,0,17.0,3.0,9.5,9.83
Student_2092,ISEOC,14,2,13,18,1,17,8.0,15.5,9.0,10.83
Student_2093,IDL,17,16,5,6,1,5,16.5,5.5,3.0,8.33
Student_2094,IDISC,10,12,10,6,9,6,11.0,8.0,7.5,8.83
Student_2095,ISEOC,19,20,8,19,0,6,19.5,13.5,3.0,12.0
Student_2096,IDL,16,7,1,1,7,3,11.5,1.0,5.0,5.83
Student_2097,IDISC,10,19,19,13,10,17,14.5,16.0,13.5,14.67
Student_2098,ISEOC,8,1,20,18,12,3,4.5,19.0,7.5,10.33
Student_2099,IDL,0,3,16,9,7,17,1.5,12.5,12.0,8.67
Student_2100,ISEOC,6,14,14,16,8,16,10.0,15.0,12.0,12.33
Student_2101,IDISC,14,15,7,20,7,5,14.5,13.5,6.0,11.33
Student_2102,ISEOC,17,7,0,19,14,15,12.0,9.5,14.5,12.0
Student_2103,IDL,16,7,2,1,17,20,11.5,1.5,18.5,10.5
Student_2104,IDISC,18,9,17,11,17,5,13.5,14.0,11.0,12.83
Student_2105,IDL,1,2,2,14,18,9,1.5,8.0,13.5,7.67
Student_2106,ISEOC,14,20,11,12,9,1,17.0,11.5,5.0,11.17
Student_2107,ISEOC,17,10,8,11,16,3,13.5,9.5,9.5,10.83
Student_2108,ISEOC,12,15,8,16,5,19,13.5,12.0,12.0,12.5
Student_2109,ISEOC,18,18,14,10,2,3,18.0,12.0,2.5,10.83
Student_2110,ISEOC,10,1,15,5,13,17,5.5,10.0,15.0,10.17
Student_2111,ISEOC,2,20,8,10,16,2,11.0,9.0,9.0,9.67
Student_2112,ISEOC,2,3,12,3,18,6,2.5,7.5,12.0,7.33
Student_2113,ISEOC,14,9,4,6,7,16,11.5,5.0,11.5,9.33
Student_2114,IDL,11,6,20,6,15,12,8.5,13.0,13.5,11.67
Student_2115,ISEOC,13,1,6,14,5,13,7.0,10.0,9.0,8.67
Student_2116,IDL,11,12,19,16,12,5,11.5,17.5,8.5,12.5
Student_2117,ISEOC,12,0,0,18,9,9,6.0,9.0,9.0,8.0
Student_2118,IDL,13,13,2,11,5,11,13.0,6.5,8.0,9.17
Student_2119,ISEOC,5,17,15,19,12,11,11.0,17.0,11.5,13.17
Student_2120,ISEOC,4,5,13,5,17,3,4.5,9.0,10.0,7.83
Student_2121,IDL,20,14,8,14,17,3,17.0,11.0,10.0,12.67
Student_2122,IDL,11,15,12,12,14,4,13.0,12.0,9.0,11.33
Student_2123,IDL,14,2,9,20,1,13,8.0,14.5,7.0,9.83
Student_2124,IDISC,13,2,13,3,0,9,7.5,8.0,4.5,6.67
Student_2125,IDISC,0,2,18,19,8,12,1.0,18.5,10.0,9.83
Student_2126,IDISC,15,7,9,16,12,17,11.0,12.5,14.5,12.67
Student_2127,ISEOC,8,9,9,13,17,12,8.5,11.0,14.5,11.33
Student_2128,IDL,13,10,15,6,3,10,11.5,10.5,6.5,9.5
Student_2129,IDL,15,2,15,11,9,15,8.5,13.0,12.0,11.17
Student_2130,IDL,0,3,11,18,4,11,1.5,14.5,7.5,7.83
Student_2131,ISEOC,6,6,6,1,20,10,6.0,3.5,15.0,8.17
Student_2132,ISEOC,4,2,20,2,13,8,3.0,11.0,10.5,8.17
Student_2133,IDL,19,1,16,15,1,2,10.0,15.5,1.5,9.0
Student_2134,IDISC,2,5,14,15,16,3,3.5,14.5,9.5,9.17
Student_2135,IDL,9,20,13,18,11,8,14.5,15.5,9.5,13.17
Student_2136,IDL,15,5,8,20,14,16,10.0,14.0,15.0,13.0
Student_2137,ISEOC,20,12,3,1,3,18,16.0,2.0,10.5,9.5
Student_2138,ISEOC,1,0,6,2,2,20,0.5,4.0,11.0,5.17
Student_2139,IDL,6,13,17,11,19,8,9.5,14.0,13.5,12.33
Student_2140,IDISC,2,12,2,12,3,1,7.0,7.0,2.0,5.33
Student_2141,IDISC,1,2,16,1,15,4,1.5,8.5,9.5,6.5
Student_2142,IDL,8,9,4,4,20,11,8.5,4.0,15.5,9.33
Student_2143,IDL,8,4,18,11,5,17,6.0,14.5,11.0,10.5
Student_2144,IDL,4,10,12,8,18,15,7.0,10.0,16.5,11.17
Student_2145,IDISC,10,12,17,8,3,7,11.0,12.5,5.0,9.5
Student_2146,IDL,20,14,16,16,6,4,17.0,16.0,5.0,12.67
Student_2147,IDISC,12,17,9,3,19,9,14.5,6.0,14.0,11.5
Student_2148,IDISC,1,19,0,8,17,1,10.0,4.0,9.0,7.67
Student_2149,ISEOC,0,6,1,17,17,16,3.0,9.0,16.5,9.5
Student_2150,IDL,18,0,12,5,18,18,9.0,8.5,18.0,11.83
Student_2151,IDL,2,5,15,20,12,14,3.5,17.5,13.0,11.33
Student_2152,IDL,5,0,15,16,2,8,2.5,15.5,5.0,7.67
Student_2153,IDL,18,7,2,7,17,18,12.5,4.5,17.5,11.5
Student_2154,IDISC,14,14,4,7,12,10,14.0,5.5,11.0,10.17
Student_2155,IDISC,7,20,0,16,1,0,13.5,8.0,0.5,7.33
Student_2156,IDL,5,1,18,12,2,14,3.0,15.0,8.0,8.67
Student_2157,ISEOC,2,3,3,12,14,9,2.5,7.5,11.5,7.17
Student_2158,IDL,8,17,14,13,14,18,12.5,13.5,16.0,14.0
Student_2159,ISEOC,6,7,16,1,0,4,6.5,8.5,2.0,5.67
Student_2160,IDL,18,15,13,15,5,0,16.5,14.0,2.5,11.0
Student_2161,IDL,14,18,14,17,2,8,16.0,15.5,5.0,12.17
Student_2162,IDISC,5,9,2,9,2,17,7.0,5.5,9.5,7.33
Student_2163,IDL,20,16,13,5,3,1,18.0,9.0,2.0,9.67
Student_2164,IDISC,2,12,12,15,6,11,7.0,13.5,8.5,9.67
Student_2165,IDISC,19,2,7,15,8,18,10.5,11.0,13.0,11.5
Student_2166,ISEOC,1,14,10,2,8,9,7.5,6.0,8.5,7.33
Student_2167,IDISC,3,0,17,17,13,2,1.5,17.0,7.5,8.67
Student_2168,IDL,3,18,4,7,17,19,10.5,5.5,18.0,11.33
Student_2169,IDL,3,10,5,15,13,10,6.5,10.0,11.5,9.33
Student_2170,IDL,16,8,19,5,16,6,12.0,12.0,11.0,11.67
Student_2171,ISEOC,12,20,18,8,13,14,16.0,13.0,13.5,14.17
Student_2172,IDISC,5,20,15,18,8,11,12.5,16.5,9.5,12.83
Student_2173,IDISC,16,18,7,19,6,12,17.0,13.0,9.0,13.0
Student_2174,IDL,3,17,17,4,13,3,10.0,10.5,8.0,9.5
Student_2175,IDL,10,12,12,0,5,17,11.0,6.0,11.0,9.33
Student_2176,ISEOC,11,11,11,8,14,5,11.0,9.5,9.5,10.0
Student_2177,IDL,18,16,6,20,5,5,17.0,13.0,5.0,11.67
Student_2178,ISEOC,19,11,12,1,11,16,15.0,6.5,13.5,11.67
Student_2179,IDISC,0,10,19,13,4,1,5.0,16.0,2.5,7.83
Student_2180,IDL,20,6,19,12,8,3,13.0,15.5,5.5,11.33
Student_2181,IDL,6,5,6,0,15,8,5.5,3.0,11.5,6.67
Student_2182,IDL,8,1,6,13,6,13,4.5,9.5,9.5,7.83
Student_2183,IDISC,6,19,13,16,18,19,12.5,14.5,18.5,15.17
Student_2184,ISEOC,8,0,14,14,11,3,4.0,14.0,7.0,8.33
Student_2185,IDISC,0,3,9,9,9,8,1.5,9.0,8.5,6.33
Student_2186,IDL,5,0,10,1,7,2,2.5,5.5,4.5,4.17
Student_2187,IDL,13,8,5,13,12,20,10.5,9.0,16.0,11.83
Student_2188,ISEOC,17,19,14,0,0,3,18.0,7.0,1.5,8.83
Student_2189,IDL,15,11,20,17,18,12,13.0,18.5,15.0,15.5
Student_2190,IDL,1,13,8,4,11,6,7.0,6.0,8.5,7.17
Student_2191,ISEOC,19,13,3,15,1,17,16.0,9.0,9.0,11.33
Student_2192,IDL,17,15,9,17,1,1,16.0,13.0,1.0,10.0
Student_2193,IDISC,0,14,15,17,2,10,7.0,16.0,6.0,9.67
Student_2194,ISEOC,0,7,20,8,7,14,3.5,14.0,10.5,9.33
Student_2195,IDISC,2,1,17,3,1,17,1.5,10.0,9.0,6.83
Student_2196,ISEOC,8,5,17,0,19,9,6.5,8.5,14.0,9.67
Student_2197,IDL,20,15,2,3,18,15,17.5,2.5,16.5,12.17
Student_2198,ISEOC,5,18,5,4,13,0,11.5,4.5,6.5,7.5
Student_2199,ISEOC,1,16,16,0,17,4,8.5,8.0,10.5,9.0
Student_2200,IDISC,2,5,1,20,6,5,3.5,10.5,5.5,6.5
Student_2201,IDL,12,20,18,6,15,19,16.0,12.0,17.0,15.0
Student_2202,IDISC,17,17,5,11,15,5,17.0,8.0,10.0,11.67
Student_2203,IDL,14,1,18,20,9,2,7.5,19.0,5.5,10.67
Student_2204,IDISC,2,5,4,15,7,8,3.5,9.5,7.5,6.83
Student_2205,IDISC,5,8,20,1,17,16,6.5,10.5,16.5,11.17
Student_2206,IDL,1,2,9,1,16,2,1.5,5.0,9.0,5.17
Student_2207,IDISC,2,16,8,6,6,16,9.0,7.0,11.0,9.0
Student_2208,IDL,9,6,17,0,5,0,7.5,8.5,2.5,6.17
Student_2209,IDL,14,6,13,10,14,18,10.0,11.5,16.0,12.5
Student_2210,IDISC,8,18,6,6,1,13,13.0,6.0,7.0,8.67
Student_2211,IDL,9,12,8,10,10,7,10.5,9.0,8.5,9.33
Student_2212,ISEOC,2,14,5,19,10,17,8.0,12.0,13.5,11.17
Student_2213,IDL,20,5,6,11,8,19,12.5,8.5,13.5,11.5
Student_2214,IDISC,0,11,16,5,10,16,5.5,10.5,13.0,9.67
Student_2215,IDL,3,7,9,0,19,11,5.0,4.5,15.0,8.17
Student_2216,IDISC,6,13,4,13,12,3,9.5,8.5,7.5,8.5
Student_2217,IDISC,17,5,15,18,3,10,11.0,16.5,6.5,11.33
Student_2218,IDL,13,11,7,0,7,18,12.0,3.5,12.5,9.33
Student_2219,IDL,6,1,13,4,3,17,3.5,8.5,10.0,7.33
Student_2220,IDISC,0,13,5,0,18,7,6.5,2.5,12.5,7.17
Student_2221,ISEOC,1,17,11,18,11,0,9.0,14.5,5.5,9.67
Student_2222,IDISC,2,5,10,9,2,6,3.5,9.5,4.0,5.67
Student_2223,ISEOC,18,1,2,0,20,11,9.5,1.0,15.5,8.67
Student_2224,ISEOC,5,16,10,3,7,17,10.5,6.5,12.0,9.67
Student_2225,IDL,1,16,0,12,5,10,8.5,6.0,7.5,7.33
Student_2226,ISEOC,7,0,13,6,16,6,3.5,9.5,11.0,8.0
Student_2227,ISEOC,15,8,17,3,15,6,11.5,10.0,10.5,10.67
Student_2228,IDL,13,4,14,1,6,14,8.5,7.5,10.0,8.67
Student_2229,IDL,7,1,14,1,20,12,4.0,7.5,16.0,9.17
Student_2230,IDL,14,19,4,8,18,12,16.5,6.0,15.0,12.5
Student_2231,IDL,13,0,2,7,4,2,6.5,4.5,3.0,4.67
Student_2232,IDL,20,15,12,4,13,8,17.5,8.0,10.5,12.0
Student_2233,IDISC,0,10,14,3,18,2,5.0,8.5,10.0,7.83
Student_2234,ISEOC,8,10,17,12,17,20,9.0,14.5,18.5,14.0
Student_2235,ISEOC,1,0,2,17,10,2,0.5,9.5,6.0,5.33
Student_2236,IDISC,10,5,14,3,1,12,7.5,8.5,6.5,7.5
Student_2237,IDISC,18,0,6,2,17,16,9.0,4.0,16.5,9.83
Student_2238,IDISC,9,19,4,3,2,1,14.0,3.5,1.5,6.33
Student_2239,IDISC,5,12,10,20,5,15,8.5,15.0,10.0,11.17
Student_2240,IDISC,14,14,12,8,13,18,14.0,10.0,15.5,13.17
Student_2241,IDISC,6,10,15,11,15,19,8.0,13.0,17.0,12.67
Student_2242,IDL,16,0,2,9,13,4,8.0,5.5,8.5,7.33
Student_2243,IDL,16,15,9,5,2,15,15.5,7.0,8.5,10.33
Student_2244,IDL,12,6,19,0,19,9,9.0,9.5,14.0,10.83
Student_2245,IDL,9,8,14,12,1,6,8.5,13.0,3.5,8.33
Student_2246,IDISC,12,18,2,10,4,4,15.0,6.0,4.0,8.33
Student_2247,IDISC,19,4,6,19,11,0,11.5,12.5,5.5,9.83
Student_2248,IDL,5,6,17,1,11,11,5.5,9.0,11.0,8.5
Student_2249,ISEOC,19,11,0,10,20,6,15.0,5.0,13.0,11.0
Student_2250,ISEOC,11,4,2,19,15,12,7.5,10.5,13.5,10.5
Student_2251,IDL,10,12,1,6,18,6,11.0,3.5,12.0,8.83
Student_2252,IDISC,4,16,16,0,20,16,10.0,8.0,18.0,12.0
Student_2253,IDL,17,5,0,19,20,18,11.0,9.5,19.0,13.17
Student_2254,IDISC,6,17,9,20,16,5,11.5,14.5,10.5,12.17
Student_2255,ISEOC,10,19,5,0,7,12,14.5,2.5,9.5,8.83
Student_2256,IDISC,20,2,16,8,0,14,11.0,12.0,7.0,10.0
Student_2257,ISEOC,8,17,16,16,9,19,12.5,16.0,14.0,14.17
Student_2258,IDISC,17,20,9,0,10,2,18.5,4.5,6.0,9.67
Student_2259,IDL,8,3,6,12,0,0,5.5,9.0,0.0,4.83
Student_2260,IDISC,12,15,8,16,1,0,13.5,12.0,0.5,8.67
Student_2261,IDL,15,18,10,5,11,16,16.5,7.5,13.5,12.5
Student_2262,ISEOC,0,16,0,11,9,13,8.0,5.5,11.0,8.17
Student_2263,IDISC,3,3,2,18,18,13,3.0,10.0,15.5,9.5
Student_2264,IDISC,18,12,16,15,8,19,15.0,15.5,13.5,14.67
Student_2265,IDL,12,18,17,12,8,12,15.0,14.5,10.0,13.17
Student_2266,IDL,14,14,14,19,20,4,14.0,16.5,12.0,14.17
Student_2267,IDL,13,19,5,15,19,16,16.0,10.0,17.5,14.5
Student_2268,IDL,5,4,5,1,19,7,4.5,3.0,13.0,6.83
Student_2269,ISEOC,20,1,10,20,2,11,10.5,15.0,6.5,10.67
Student_2270,ISEOC,16,4,13,4,14,15,10.0,8.5,14.5,11.0
Student_2271,IDL,15,8,5,2,3,0,11.5,3.5,1.5,5.5
Student_2272,ISEOC,17,17,4,0,19,15,17.0,2.0,17.0,12.0
Student_2273,ISEOC,11,3,13,10,2,18,7.0,11.5,10.0,9.5
Student_2274,ISEOC,19,18,1,1,13,18,18.5,1.0,15.5,11.67
Student_2275,IDL,6,4,12,8,2,1,5.0,10.0,1.5,5.5
Student_2276,ISEOC,18,1,20,15,5,1,9.5,17.5,3.0,10.0
Student_2277,IDL,0,10,18,15,14,4,5.0,16.5,9.0,10.17
Student_2278,ISEOC,18,17,9,1,3,2,17.5,5.0,2.5,8.33
Student_2279,IDISC,1,4,17,3,14,14,2.5,10.0,14.0,8.83
Student_2280,IDISC,4,4,8,14,20,0,4.0,11.0,10.0,8.33
Student_2281,ISEOC,13,8,17,8,14,16,10.5,12.5,15.0,12.67
Student_2282,ISEOC,11,6,12,17,16,9,8.5,14.5,12.5,11.83
Student_2283,ISEOC,18,15,3,18,10,9,16.5,10.5,9.5,12.17
Student_2284,IDL,18,15,3,15,18,17,16.5,9.0,17.5,14.33
Student_2285,ISEOC,8,12,11,18,13,1,10.0,14.5,7.0,10.5
Student_2286,IDISC,1,4,17,2,3,10,2.5,9.5,6.5,6.17
Student_2287,IDL,12,3,14,0,11,19,7.5,7.0,15.0,9.83
Student_2288,IDL,16,10,4,8,14,13,13.0,6.0,13.5,10.83
Student_2289,IDL,20,3,10,18,16,19,11.5,14.0,17.5,14.33
Student_2290,IDISC,2,20,16,5,12,17,11.0,10.5,14.5,12.0
Student_2291,IDL,12,9,13,15,5,20,10.5,14.0,12.5,12.33
Student_2292,ISEOC,11,9,5,12,13,8,10.0,8.5,10.5,9.67
Student_2293,ISEOC,13,9,17,11,10,11,11.0,14.0,10.5,11.83
Student_2294,IDISC,14,15,6,8,0,2,14.5,7.0,1.0,7.5
Student_2295,IDL,18,5,7,5,8,0,11.5,6.0,4.0,7.17
Student_2296,IDL,17,20,6,19,15,18,18.5,12.5,16.5,15.83
Student_2297,ISEOC,20,13,8,6,14,7,16.5,7.0,10.5,11.33
Student_2298,ISEOC,3,8,10,6,18,15,5.5,8.0,16.5,10.0
Student_2299,ISEOC,11,19,15,18,3,10,15.0,16.5,6.5,12.67
Student_2300,ISEOC,16,7,20,4,19,12,11.5,12.0,15.5,13.0
Student_2301,IDL,9,7,0,18,2,18,8.0,9.0,10.0,9.0
Student_2302,IDISC,6,10,9,14,20,0,8.0,11.5,10.0,9.83
Student_2303,ISEOC,12,1,9,19,19,11,6.5,14.0,15.0,11.83
Student_2304,ISEOC,16,4,1,17,5,1,10.0,9.0,3.0,7.33
Student_2305,ISEOC,13,9,6,5,7,16,11.0,5.5,11.5,9.33
Student_2306,IDL,5,18,17,4,17,13,11.5,10.5,15.0,12.33
Student_2307,IDISC,14,2,19,12,3,12,8.0,15.5,7.5,10.33
Student_2308,IDL,7,9,2,9,16,17,8.0,5.5,16.5,10.0
Student_2309,IDISC,9,20,20,14,13,13,14.5,17.0,13.0,14.83
Student_2310,IDISC,12,18,12,0,10,9,15.0,6.0,9.5,10.17
Student_2311,IDISC,17,11,7,14,1,7,14.0,10.5,4.0,9.5
Student_2312,IDISC,2,2,8,4,3,10,2.0,6.0,6.5,4.83
Student_2313,IDL,0,2,4,20,10,12,1.0,12.0,11.0,8.0
Student_2314,ISEOC,16,17,8,19,8,14,16.5,13.5,11.0,13.67
Student_2315,IDL,20,4,19,3,6,5,12.0,11.0,5.5,9.5
Student_2316,ISEOC,16,18,16,6,18,2,17.0,11.0,10.0,12.67
Student_2317,IDL,16,0,12,16,6,16,8.0,14.0,11.0,11.0
Student_2318,IDISC,19,15,1,9,15,9,17.0,5.0,12.0,11.33
Student_2319,IDL,17,11,16,0,15,9,14.0,8.0,12.0,11.33
Student_2320,IDISC,16,0,13,0,2,6,8.0,6.5,4.0,6.17
Student_2321,IDL,0,7,20,18,2,5,3.5,19.0,3.5,8.67
Student_2322,IDL,3,18,16,15,12,11,10.5,15.5,11.5,12.5
Student_2323,IDISC,13,20,2,13,13,6,16.5,7.5,9.5,11.17
Student_2324,IDISC,0,16,9,19,12,15,8.0,14.0,13.5,11.83
Student_2325,IDISC,4,16,2,15,18,0,10.0,8.5,9.0,9.17
Student_2326,IDISC,7,1,5,11,15,6,4.0,8.0,10.5,7.5
Student_2327,IDL,8,8,10,13,16,7,8.0,11.5,11.5,10.33
Student_2328,IDISC,18,12,2,8,13,4,15.0,5.0,8.5,9.5
Student_2329,ISEOC,3,19,16,8,7,2,11.0,12.0,4.5,9.17
Student_2330,IDL,16,3,2,1,11,14,9.5,1.5,12.5,7.83
Student_2331,IDL,16,11,8,18,0,19,13.5,13.0,9.5,12.0
Student_2332,IDL,16,14,11,14,10,6,15.0,12.5,8.0,11.83
Student_2333,ISEOC,1,9,18,4,0,15,5.0,11.0,7.5,7.83
Student_2334,IDL,0,6,0,16,11,12,3.0,8.0,11.5,7.5
Student_2335,ISEOC,16,9,16,18,10,20,12.5,17.0,15.0,14.83
Student_2336,IDISC,9,0,16,14,16,0,4.5,15.0,8.0,9.17
Student_2337,ISEOC,9,19,16,7,12,0,14.0,11.5,6.0,10.5
Student_2338,IDISC,4,17,19,15,14,10,10.5,17.0,12.0,13.17
Student_2339,ISEOC,2,16,1,7,9,14,9.0,4.0,11.5,8.17
Student_2340,IDL,19,5,4,18,5,7,12.0,11.0,6.0,9.67
Student_2341,IDISC,10,6,3,7,16,3,8.0,5.0,9.5,7.5
Student_2342,ISEOC,13,8,5,2,15,11,10.5,3.5,13.0,9.0
Student_2343,IDISC,9,11,0,7,20,4,10.0,3.5,12.0,8.5
Student_2344,IDL,8,16,16,13,4,10,12.0,14.5,7.0,11.17
Student_2345,IDISC,16,6,18,12,16,16,11.0,15.0,16.0,14.0
Student_2346,ISEOC,20,9,11,16,9,8,14.5,13.5,8.5,12.17
Student_2347,IDISC,0,0,19,11,0,1,0.0,15.0,0.5,5.17
Student_2348,ISEOC,5,12,18,0,5,12,8.5,9.0,8.5,8.67
Student_2349,IDL,13,14,7,12,0,0,13.5,9.5,0.0,7.67
Student_2350,IDL,1,19,19,6,11,15,10.0,12.5,13.0,11.83
Student_2351,IDL,0,13,8,0,2,6,6.5,4.0,4.0,4.83
Student_2352,IDISC,11,12,18,19,9,9,11.5,18.5,9.0,13.0
Student_2353,IDISC,7,7,5,2,0,0,7.0,3.5,0.0,3.5
Student_2354,IDL,13,4,0,18,3,13,8.5,9.0,8.0,8.5
Student_2355,IDL,4,17,17,9,15,2,10.5,13.0,8.5,10.67
Student_2356,IDL,15,3,18,2,11,11,9.0,10.0,11.0,10.0
Student_2357,ISEOC,19,16,0,7,20,4,17.5,3.5,12.0,11.0
